Module,Path,baseline,node24,workerd,bun,deno
fs,access,supported,supported,supported,supported,supported
fs,accessSync,supported,supported,supported,supported,supported
fs,appendFile,supported,supported,supported,supported,supported
fs,appendFileSync,supported,supported,supported,supported,supported
fs,chmod,supported,supported,supported,supported,supported
fs,chmodSync,supported,supported,supported,supported,supported
fs,chown,supported,supported,supported,supported,supported
fs,chownSync,supported,supported,supported,supported,supported
fs,close,supported,supported,supported,supported,supported
fs,closeSync,supported,supported,supported,supported,supported
fs,constants.*self*,supported,supported,supported,supported,supported
fs,constants.COPYFILE_EXCL,supported,supported,supported,supported,supported
fs,constants.COPYFILE_FICLONE,supported,supported,supported,supported,supported
fs,constants.COPYFILE_FICLONE_FORCE,supported,supported,supported,supported,supported
fs,constants.EXTENSIONLESS_FORMAT_JAVASCRIPT,supported,unsupported,supported,supported,unsupported
fs,constants.EXTENSIONLESS_FORMAT_WASM,supported,unsupported,supported,supported,unsupported
fs,constants.F_OK,supported,supported,supported,supported,supported
fs,constants.O_APPEND,supported,supported,supported,supported,supported
fs,constants.O_CREAT,supported,supported,supported,supported,supported
fs,constants.O_DIRECT,supported,supported,supported,supported,supported
fs,constants.O_DIRECTORY,supported,supported,supported,supported,supported
fs,constants.O_DSYNC,supported,supported,supported,supported,supported
fs,constants.O_EXCL,supported,supported,supported,supported,supported
fs,constants.O_NOATIME,supported,supported,supported,supported,supported
fs,constants.O_NOCTTY,supported,supported,supported,supported,supported
fs,constants.O_NOFOLLOW,supported,supported,supported,supported,supported
fs,constants.O_NONBLOCK,supported,supported,supported,supported,supported
fs,constants.O_RDONLY,supported,supported,supported,supported,supported
fs,constants.O_RDWR,supported,supported,supported,supported,supported
fs,constants.O_SYNC,supported,supported,supported,supported,supported
fs,constants.O_TRUNC,supported,supported,supported,supported,supported
fs,constants.O_WRONLY,supported,supported,supported,supported,supported
fs,constants.R_OK,supported,supported,supported,supported,supported
fs,constants.S_IFBLK,supported,supported,supported,supported,supported
fs,constants.S_IFCHR,supported,supported,supported,supported,supported
fs,constants.S_IFDIR,supported,supported,supported,supported,supported
fs,constants.S_IFIFO,supported,supported,supported,supported,supported
fs,constants.S_IFLNK,supported,supported,supported,supported,supported
fs,constants.S_IFMT,supported,supported,supported,supported,supported
fs,constants.S_IFREG,supported,supported,supported,supported,supported
fs,constants.S_IFSOCK,supported,supported,supported,supported,supported
fs,constants.S_IRGRP,supported,supported,supported,supported,supported
fs,constants.S_IROTH,supported,supported,supported,supported,supported
fs,constants.S_IRUSR,supported,supported,supported,supported,supported
fs,constants.S_IRWXG,supported,supported,supported,supported,supported
fs,constants.S_IRWXO,supported,supported,supported,supported,supported
fs,constants.S_IRWXU,supported,supported,supported,supported,supported
fs,constants.S_IWGRP,supported,supported,supported,supported,supported
fs,constants.S_IWOTH,supported,supported,supported,supported,supported
fs,constants.S_IWUSR,supported,supported,supported,supported,supported
fs,constants.S_IXGRP,supported,supported,supported,supported,supported
fs,constants.S_IXOTH,supported,supported,supported,supported,supported
fs,constants.S_IXUSR,supported,supported,supported,supported,supported
fs,constants.UV_DIRENT_BLOCK,supported,supported,supported,supported,supported
fs,constants.UV_DIRENT_CHAR,supported,supported,supported,supported,supported
fs,constants.UV_DIRENT_DIR,supported,supported,supported,supported,supported
fs,constants.UV_DIRENT_FIFO,supported,supported,supported,supported,supported
fs,constants.UV_DIRENT_FILE,supported,supported,supported,supported,supported
fs,constants.UV_DIRENT_LINK,supported,supported,supported,supported,supported
fs,constants.UV_DIRENT_SOCKET,supported,supported,supported,supported,supported
fs,constants.UV_DIRENT_UNKNOWN,supported,supported,supported,supported,supported
fs,constants.UV_FS_COPYFILE_EXCL,supported,supported,supported,supported,supported
fs,constants.UV_FS_COPYFILE_FICLONE,supported,supported,supported,supported,supported
fs,constants.UV_FS_COPYFILE_FICLONE_FORCE,supported,supported,supported,supported,supported
fs,constants.UV_FS_O_FILEMAP,supported,supported,supported,supported,supported
fs,constants.UV_FS_SYMLINK_DIR,supported,supported,supported,supported,supported
fs,constants.UV_FS_SYMLINK_JUNCTION,supported,supported,supported,supported,supported
fs,constants.W_OK,supported,supported,supported,supported,supported
fs,constants.X_OK,supported,supported,supported,supported,supported
fs,copyFile,supported,supported,supported,supported,supported
fs,copyFileSync,supported,supported,supported,supported,supported
fs,cp,supported,supported,supported,supported,supported
fs,cpSync,supported,supported,supported,supported,supported
fs,createReadStream,supported,supported,supported,supported,supported
fs,createWriteStream,supported,supported,supported,supported,supported
fs,exists,supported,supported,supported,supported,supported
fs,existsSync,supported,supported,supported,supported,supported
fs,fchmod,supported,supported,supported,supported,supported
fs,fchmodSync,supported,supported,supported,supported,supported
fs,fchown,supported,supported,supported,supported,supported
fs,fchownSync,supported,supported,supported,supported,supported
fs,fdatasync,supported,supported,supported,supported,supported
fs,fdatasyncSync,supported,supported,supported,supported,supported
fs,fstat,supported,supported,supported,supported,supported
fs,fstatSync,supported,supported,supported,supported,supported
fs,fsync,supported,supported,supported,supported,supported
fs,fsyncSync,supported,supported,supported,supported,supported
fs,ftruncate,supported,supported,supported,supported,supported
fs,ftruncateSync,supported,supported,supported,supported,supported
fs,futimes,supported,supported,supported,supported,supported
fs,futimesSync,supported,supported,supported,supported,supported
fs,glob,supported,supported,supported,supported,supported
fs,globSync,supported,supported,supported,supported,supported
fs,lchmod,supported,supported,mismatch,supported,supported
fs,lchmodSync,supported,supported,mismatch,supported,supported
fs,lchown,supported,supported,supported,supported,supported
fs,lchownSync,supported,supported,supported,supported,supported
fs,link,supported,supported,supported,supported,supported
fs,linkSync,supported,supported,supported,supported,supported
fs,lstat,supported,supported,supported,supported,supported
fs,lstatSync,supported,supported,supported,supported,supported
fs,lutimes,supported,supported,supported,supported,supported
fs,lutimesSync,supported,supported,supported,supported,supported
fs,mkdir,supported,supported,supported,supported,supported
fs,mkdirSync,supported,supported,supported,supported,supported
fs,mkdtemp,supported,supported,supported,supported,supported
fs,mkdtempDisposableSync,supported,supported,unsupported,unsupported,unsupported
fs,mkdtempSync,supported,supported,supported,supported,supported
fs,open,supported,supported,supported,supported,supported
fs,openAsBlob,supported,supported,supported,supported,supported
fs,openSync,supported,supported,supported,supported,supported
fs,opendir,supported,supported,supported,supported,supported
fs,opendirSync,supported,supported,supported,supported,supported
fs,promises.*self*,supported,supported,supported,supported,supported
fs,promises.access,supported,supported,supported,supported,supported
fs,promises.appendFile,supported,supported,supported,supported,supported
fs,promises.chmod,supported,supported,supported,supported,supported
fs,promises.chown,supported,supported,supported,supported,supported
fs,promises.constants.*self*,supported,supported,supported,supported,supported
fs,promises.constants.COPYFILE_EXCL,supported,supported,supported,supported,supported
fs,promises.constants.COPYFILE_FICLONE,supported,supported,supported,supported,supported
fs,promises.constants.COPYFILE_FICLONE_FORCE,supported,supported,supported,supported,supported
fs,promises.constants.EXTENSIONLESS_FORMAT_JAVASCRIPT,supported,unsupported,supported,supported,unsupported
fs,promises.constants.EXTENSIONLESS_FORMAT_WASM,supported,unsupported,supported,supported,unsupported
fs,promises.constants.F_OK,supported,supported,supported,supported,supported
fs,promises.constants.O_APPEND,supported,supported,supported,supported,supported
fs,promises.constants.O_CREAT,supported,supported,supported,supported,supported
fs,promises.constants.O_DIRECT,supported,supported,supported,supported,supported
fs,promises.constants.O_DIRECTORY,supported,supported,supported,supported,supported
fs,promises.constants.O_DSYNC,supported,supported,supported,supported,supported
fs,promises.constants.O_EXCL,supported,supported,supported,supported,supported
fs,promises.constants.O_NOATIME,supported,supported,supported,supported,supported
fs,promises.constants.O_NOCTTY,supported,supported,supported,supported,supported
fs,promises.constants.O_NOFOLLOW,supported,supported,supported,supported,supported
fs,promises.constants.O_NONBLOCK,supported,supported,supported,supported,supported
fs,promises.constants.O_RDONLY,supported,supported,supported,supported,supported
fs,promises.constants.O_RDWR,supported,supported,supported,supported,supported
fs,promises.constants.O_SYNC,supported,supported,supported,supported,supported
fs,promises.constants.O_TRUNC,supported,supported,supported,supported,supported
fs,promises.constants.O_WRONLY,supported,supported,supported,supported,supported
fs,promises.constants.R_OK,supported,supported,supported,supported,supported
fs,promises.constants.S_IFBLK,supported,supported,supported,supported,supported
fs,promises.constants.S_IFCHR,supported,supported,supported,supported,supported
fs,promises.constants.S_IFDIR,supported,supported,supported,supported,supported
fs,promises.constants.S_IFIFO,supported,supported,supported,supported,supported
fs,promises.constants.S_IFLNK,supported,supported,supported,supported,supported
fs,promises.constants.S_IFMT,supported,supported,supported,supported,supported
fs,promises.constants.S_IFREG,supported,supported,supported,supported,supported
fs,promises.constants.S_IFSOCK,supported,supported,supported,supported,supported
fs,promises.constants.S_IRGRP,supported,supported,supported,supported,supported
fs,promises.constants.S_IROTH,supported,supported,supported,supported,supported
fs,promises.constants.S_IRUSR,supported,supported,supported,supported,supported
fs,promises.constants.S_IRWXG,supported,supported,supported,supported,supported
fs,promises.constants.S_IRWXO,supported,supported,supported,supported,supported
fs,promises.constants.S_IRWXU,supported,supported,supported,supported,supported
fs,promises.constants.S_IWGRP,supported,supported,supported,supported,supported
fs,promises.constants.S_IWOTH,supported,supported,supported,supported,supported
fs,promises.constants.S_IWUSR,supported,supported,supported,supported,supported
fs,promises.constants.S_IXGRP,supported,supported,supported,supported,supported
fs,promises.constants.S_IXOTH,supported,supported,supported,supported,supported
fs,promises.constants.S_IXUSR,supported,supported,supported,supported,supported
fs,promises.constants.UV_DIRENT_BLOCK,supported,supported,supported,supported,supported
fs,promises.constants.UV_DIRENT_CHAR,supported,supported,supported,supported,supported
fs,promises.constants.UV_DIRENT_DIR,supported,supported,supported,supported,supported
fs,promises.constants.UV_DIRENT_FIFO,supported,supported,supported,supported,supported
fs,promises.constants.UV_DIRENT_FILE,supported,supported,supported,supported,supported
fs,promises.constants.UV_DIRENT_LINK,supported,supported,supported,supported,supported
fs,promises.constants.UV_DIRENT_SOCKET,supported,supported,supported,supported,supported
fs,promises.constants.UV_DIRENT_UNKNOWN,supported,supported,supported,supported,supported
fs,promises.constants.UV_FS_COPYFILE_EXCL,supported,supported,supported,supported,supported
fs,promises.constants.UV_FS_COPYFILE_FICLONE,supported,supported,supported,supported,supported
fs,promises.constants.UV_FS_COPYFILE_FICLONE_FORCE,supported,supported,supported,supported,supported
fs,promises.constants.UV_FS_O_FILEMAP,supported,supported,supported,supported,supported
fs,promises.constants.UV_FS_SYMLINK_DIR,supported,supported,supported,supported,supported
fs,promises.constants.UV_FS_SYMLINK_JUNCTION,supported,supported,supported,supported,supported
fs,promises.constants.W_OK,supported,supported,supported,supported,supported
fs,promises.constants.X_OK,supported,supported,supported,supported,supported
fs,promises.copyFile,supported,supported,supported,supported,supported
fs,promises.cp,supported,supported,supported,supported,supported
fs,promises.glob,supported,supported,supported,supported,supported
fs,promises.lchmod,supported,supported,supported,supported,supported
fs,promises.lchown,supported,supported,supported,supported,supported
fs,promises.link,supported,supported,supported,supported,supported
fs,promises.lstat,supported,supported,supported,supported,supported
fs,promises.lutimes,supported,supported,supported,supported,supported
fs,promises.mkdir,supported,supported,supported,supported,supported
fs,promises.mkdtemp,supported,supported,supported,supported,supported
fs,promises.mkdtempDisposable,supported,supported,unsupported,unsupported,unsupported
fs,promises.open,supported,supported,supported,supported,supported
fs,promises.opendir,supported,supported,supported,supported,supported
fs,promises.readFile,supported,supported,supported,supported,supported
fs,promises.readdir,supported,supported,supported,supported,supported
fs,promises.readlink,supported,supported,supported,supported,supported
fs,promises.realpath,supported,supported,supported,supported,supported
fs,promises.rename,supported,supported,supported,supported,supported
fs,promises.rm,supported,supported,supported,supported,supported
fs,promises.rmdir,supported,supported,supported,supported,supported
fs,promises.stat,supported,supported,supported,supported,supported
fs,promises.statfs,supported,supported,supported,supported,supported
fs,promises.symlink,supported,supported,supported,supported,supported
fs,promises.truncate,supported,supported,supported,supported,supported
fs,promises.unlink,supported,supported,supported,supported,supported
fs,promises.utimes,supported,supported,supported,supported,supported
fs,promises.watch,supported,supported,supported,supported,supported
fs,promises.writeFile,supported,supported,supported,supported,supported
fs,read,supported,supported,supported,supported,supported
fs,readFile,supported,supported,supported,supported,supported
fs,readFileSync,supported,supported,supported,supported,supported
fs,readSync,supported,supported,supported,supported,supported
fs,readdir,supported,supported,supported,supported,supported
fs,readdirSync,supported,supported,supported,supported,supported
fs,readlink,supported,supported,supported,supported,supported
fs,readlinkSync,supported,supported,supported,supported,supported
fs,readv,supported,supported,supported,supported,supported
fs,readvSync,supported,supported,supported,supported,supported
fs,realpath,supported,supported,supported,supported,supported
fs,realpathSync,supported,supported,supported,supported,supported
fs,rename,supported,supported,supported,supported,supported
fs,renameSync,supported,supported,supported,supported,supported
fs,rm,supported,supported,supported,supported,supported
fs,rmSync,supported,supported,supported,supported,supported
fs,rmdir,supported,supported,supported,supported,supported
fs,rmdirSync,supported,supported,supported,supported,supported
fs,stat,supported,supported,supported,supported,supported
fs,statSync,supported,supported,supported,supported,supported
fs,statfs,supported,supported,supported,supported,supported
fs,statfsSync,supported,supported,supported,supported,supported
fs,symlink,supported,supported,supported,supported,supported
fs,symlinkSync,supported,supported,supported,supported,supported
fs,truncate,supported,supported,supported,supported,supported
fs,truncateSync,supported,supported,supported,supported,supported
fs,unlink,supported,supported,supported,supported,supported
fs,unlinkSync,supported,supported,supported,supported,supported
fs,unwatchFile,supported,supported,supported,supported,supported
fs,utimes,supported,supported,supported,supported,supported
fs,utimesSync,supported,supported,supported,supported,supported
fs,watch,supported,supported,supported,supported,supported
fs,watchFile,supported,supported,supported,supported,supported
fs,write,supported,supported,supported,supported,supported
fs,writeFile,supported,supported,supported,supported,supported
fs,writeFileSync,supported,supported,supported,supported,supported
fs,writeSync,supported,supported,supported,supported,supported
fs,writev,supported,supported,supported,supported,supported
fs,writevSync,supported,supported,supported,supported,supported
fs/promises,*self*,supported,supported,supported,supported,supported
fs/promises,default.*self*,supported,supported,supported,supported,supported
fs/promises,default.access,supported,supported,supported,supported,supported
fs/promises,default.appendFile,supported,supported,supported,supported,supported
fs/promises,default.chmod,supported,supported,supported,supported,supported
fs/promises,default.chown,supported,supported,supported,supported,supported
fs/promises,default.constants.*self*,supported,supported,supported,supported,supported
fs/promises,default.constants.COPYFILE_EXCL,supported,supported,supported,supported,supported
fs/promises,default.constants.COPYFILE_FICLONE,supported,supported,supported,supported,supported
fs/promises,default.constants.COPYFILE_FICLONE_FORCE,supported,supported,supported,supported,supported
fs/promises,default.constants.EXTENSIONLESS_FORMAT_JAVASCRIPT,supported,unsupported,supported,supported,unsupported
fs/promises,default.constants.EXTENSIONLESS_FORMAT_WASM,supported,unsupported,supported,supported,unsupported
fs/promises,default.constants.F_OK,supported,supported,supported,supported,supported
fs/promises,default.constants.O_APPEND,supported,supported,supported,supported,supported
fs/promises,default.constants.O_CREAT,supported,supported,supported,supported,supported
fs/promises,default.constants.O_DIRECT,supported,supported,supported,supported,supported
fs/promises,default.constants.O_DIRECTORY,supported,supported,supported,supported,supported
fs/promises,default.constants.O_DSYNC,supported,supported,supported,supported,supported
fs/promises,default.constants.O_EXCL,supported,supported,supported,supported,supported
fs/promises,default.constants.O_NOATIME,supported,supported,supported,supported,supported
fs/promises,default.constants.O_NOCTTY,supported,supported,supported,supported,supported
fs/promises,default.constants.O_NOFOLLOW,supported,supported,supported,supported,supported
fs/promises,default.constants.O_NONBLOCK,supported,supported,supported,supported,supported
fs/promises,default.constants.O_RDONLY,supported,supported,supported,supported,supported
fs/promises,default.constants.O_RDWR,supported,supported,supported,supported,supported
fs/promises,default.constants.O_SYNC,supported,supported,supported,supported,supported
fs/promises,default.constants.O_TRUNC,supported,supported,supported,supported,supported
fs/promises,default.constants.O_WRONLY,supported,supported,supported,supported,supported
fs/promises,default.constants.R_OK,supported,supported,supported,supported,supported
fs/promises,default.constants.S_IFBLK,supported,supported,supported,supported,supported
fs/promises,default.constants.S_IFCHR,supported,supported,supported,supported,supported
fs/promises,default.constants.S_IFDIR,supported,supported,supported,supported,supported
fs/promises,default.constants.S_IFIFO,supported,supported,supported,supported,supported
fs/promises,default.constants.S_IFLNK,supported,supported,supported,supported,supported
fs/promises,default.constants.S_IFMT,supported,supported,supported,supported,supported
fs/promises,default.constants.S_IFREG,supported,supported,supported,supported,supported
fs/promises,default.constants.S_IFSOCK,supported,supported,supported,supported,supported
fs/promises,default.constants.S_IRGRP,supported,supported,supported,supported,supported
fs/promises,default.constants.S_IROTH,supported,supported,supported,supported,supported
fs/promises,default.constants.S_IRUSR,supported,supported,supported,supported,supported
fs/promises,default.constants.S_IRWXG,supported,supported,supported,supported,supported
fs/promises,default.constants.S_IRWXO,supported,supported,supported,supported,supported
fs/promises,default.constants.S_IRWXU,supported,supported,supported,supported,supported
fs/promises,default.constants.S_IWGRP,supported,supported,supported,supported,supported
fs/promises,default.constants.S_IWOTH,supported,supported,supported,supported,supported
fs/promises,default.constants.S_IWUSR,supported,supported,supported,supported,supported
fs/promises,default.constants.S_IXGRP,supported,supported,supported,supported,supported
fs/promises,default.constants.S_IXOTH,supported,supported,supported,supported,supported
fs/promises,default.constants.S_IXUSR,supported,supported,supported,supported,supported
fs/promises,default.constants.UV_DIRENT_BLOCK,supported,supported,supported,supported,supported
fs/promises,default.constants.UV_DIRENT_CHAR,supported,supported,supported,supported,supported
fs/promises,default.constants.UV_DIRENT_DIR,supported,supported,supported,supported,supported
fs/promises,default.constants.UV_DIRENT_FIFO,supported,supported,supported,supported,supported
fs/promises,default.constants.UV_DIRENT_FILE,supported,supported,supported,supported,supported
fs/promises,default.constants.UV_DIRENT_LINK,supported,supported,supported,supported,supported
fs/promises,default.constants.UV_DIRENT_SOCKET,supported,supported,supported,supported,supported
fs/promises,default.constants.UV_DIRENT_UNKNOWN,supported,supported,supported,supported,supported
fs/promises,default.constants.UV_FS_COPYFILE_EXCL,supported,supported,supported,supported,supported
fs/promises,default.constants.UV_FS_COPYFILE_FICLONE,supported,supported,supported,supported,supported
fs/promises,default.constants.UV_FS_COPYFILE_FICLONE_FORCE,supported,supported,supported,supported,supported
fs/promises,default.constants.UV_FS_O_FILEMAP,supported,supported,supported,supported,supported
fs/promises,default.constants.UV_FS_SYMLINK_DIR,supported,supported,supported,supported,supported
fs/promises,default.constants.UV_FS_SYMLINK_JUNCTION,supported,supported,supported,supported,supported
fs/promises,default.constants.W_OK,supported,supported,supported,supported,supported
fs/promises,default.constants.X_OK,supported,supported,supported,supported,supported
fs/promises,default.copyFile,supported,supported,supported,supported,supported
fs/promises,default.cp,supported,supported,supported,supported,supported
fs/promises,default.glob,supported,supported,supported,supported,supported
fs/promises,default.lchmod,supported,supported,supported,supported,supported
fs/promises,default.lchown,supported,supported,supported,supported,supported
fs/promises,default.link,supported,supported,supported,supported,supported
fs/promises,default.lstat,supported,supported,supported,supported,supported
fs/promises,default.lutimes,supported,supported,supported,supported,supported
fs/promises,default.mkdir,supported,supported,supported,supported,supported
fs/promises,default.mkdtemp,supported,supported,supported,supported,supported
fs/promises,default.mkdtempDisposable,supported,supported,unsupported,unsupported,unsupported
fs/promises,default.open,supported,supported,supported,supported,supported
fs/promises,default.opendir,supported,supported,supported,supported,supported
fs/promises,default.readFile,supported,supported,supported,supported,supported
fs/promises,default.readdir,supported,supported,supported,supported,supported
fs/promises,default.readlink,supported,supported,supported,supported,supported
fs/promises,default.realpath,supported,supported,supported,supported,supported
fs/promises,default.rename,supported,supported,supported,supported,supported
fs/promises,default.rm,supported,supported,supported,supported,supported
fs/promises,default.rmdir,supported,supported,supported,supported,supported
fs/promises,default.stat,supported,supported,supported,supported,supported
fs/promises,default.statfs,supported,supported,supported,supported,supported
fs/promises,default.symlink,supported,supported,supported,supported,supported
fs/promises,default.truncate,supported,supported,supported,supported,supported
fs/promises,default.unlink,supported,supported,supported,supported,supported
fs/promises,default.utimes,supported,supported,supported,supported,supported
fs/promises,default.watch,supported,supported,supported,supported,supported
fs/promises,default.writeFile,supported,supported,supported,supported,supported
fs/promises,access,supported,supported,supported,supported,supported
fs/promises,appendFile,supported,supported,supported,supported,supported
fs/promises,chmod,supported,supported,supported,supported,supported
fs/promises,chown,supported,supported,supported,supported,supported
fs/promises,constants.*self*,supported,supported,supported,supported,supported
fs/promises,constants.COPYFILE_EXCL,supported,supported,supported,supported,supported
fs/promises,constants.COPYFILE_FICLONE,supported,supported,supported,supported,supported
fs/promises,constants.COPYFILE_FICLONE_FORCE,supported,supported,supported,supported,supported
fs/promises,constants.EXTENSIONLESS_FORMAT_JAVASCRIPT,supported,unsupported,supported,supported,unsupported
fs/promises,constants.EXTENSIONLESS_FORMAT_WASM,supported,unsupported,supported,supported,unsupported
fs/promises,constants.F_OK,supported,supported,supported,supported,supported
fs/promises,constants.O_APPEND,supported,supported,supported,supported,supported
fs/promises,constants.O_CREAT,supported,supported,supported,supported,supported
fs/promises,constants.O_DIRECT,supported,supported,supported,supported,supported
fs/promises,constants.O_DIRECTORY,supported,supported,supported,supported,supported
fs/promises,constants.O_DSYNC,supported,supported,supported,supported,supported
fs/promises,constants.O_EXCL,supported,supported,supported,supported,supported
fs/promises,constants.O_NOATIME,supported,supported,supported,supported,supported
fs/promises,constants.O_NOCTTY,supported,supported,supported,supported,supported
fs/promises,constants.O_NOFOLLOW,supported,supported,supported,supported,supported
fs/promises,constants.O_NONBLOCK,supported,supported,supported,supported,supported
fs/promises,constants.O_RDONLY,supported,supported,supported,supported,supported
fs/promises,constants.O_RDWR,supported,supported,supported,supported,supported
fs/promises,constants.O_SYNC,supported,supported,supported,supported,supported
fs/promises,constants.O_TRUNC,supported,supported,supported,supported,supported
fs/promises,constants.O_WRONLY,supported,supported,supported,supported,supported
fs/promises,constants.R_OK,supported,supported,supported,supported,supported
fs/promises,constants.S_IFBLK,supported,supported,supported,supported,supported
fs/promises,constants.S_IFCHR,supported,supported,supported,supported,supported
fs/promises,constants.S_IFDIR,supported,supported,supported,supported,supported
fs/promises,constants.S_IFIFO,supported,supported,supported,supported,supported
fs/promises,constants.S_IFLNK,supported,supported,supported,supported,supported
fs/promises,constants.S_IFMT,supported,supported,supported,supported,supported
fs/promises,constants.S_IFREG,supported,supported,supported,supported,supported
fs/promises,constants.S_IFSOCK,supported,supported,supported,supported,supported
fs/promises,constants.S_IRGRP,supported,supported,supported,supported,supported
fs/promises,constants.S_IROTH,supported,supported,supported,supported,supported
fs/promises,constants.S_IRUSR,supported,supported,supported,supported,supported
fs/promises,constants.S_IRWXG,supported,supported,supported,supported,supported
fs/promises,constants.S_IRWXO,supported,supported,supported,supported,supported
fs/promises,constants.S_IRWXU,supported,supported,supported,supported,supported
fs/promises,constants.S_IWGRP,supported,supported,supported,supported,supported
fs/promises,constants.S_IWOTH,supported,supported,supported,supported,supported
fs/promises,constants.S_IWUSR,supported,supported,supported,supported,supported
fs/promises,constants.S_IXGRP,supported,supported,supported,supported,supported
fs/promises,constants.S_IXOTH,supported,supported,supported,supported,supported
fs/promises,constants.S_IXUSR,supported,supported,supported,supported,supported
fs/promises,constants.UV_DIRENT_BLOCK,supported,supported,supported,supported,supported
fs/promises,constants.UV_DIRENT_CHAR,supported,supported,supported,supported,supported
fs/promises,constants.UV_DIRENT_DIR,supported,supported,supported,supported,supported
fs/promises,constants.UV_DIRENT_FIFO,supported,supported,supported,supported,supported
fs/promises,constants.UV_DIRENT_FILE,supported,supported,supported,supported,supported
fs/promises,constants.UV_DIRENT_LINK,supported,supported,supported,supported,supported
fs/promises,constants.UV_DIRENT_SOCKET,supported,supported,supported,supported,supported
fs/promises,constants.UV_DIRENT_UNKNOWN,supported,supported,supported,supported,supported
fs/promises,constants.UV_FS_COPYFILE_EXCL,supported,supported,supported,supported,supported
fs/promises,constants.UV_FS_COPYFILE_FICLONE,supported,supported,supported,supported,supported
fs/promises,constants.UV_FS_COPYFILE_FICLONE_FORCE,supported,supported,supported,supported,supported
fs/promises,constants.UV_FS_O_FILEMAP,supported,supported,supported,supported,supported
fs/promises,constants.UV_FS_SYMLINK_DIR,supported,supported,supported,supported,supported
fs/promises,constants.UV_FS_SYMLINK_JUNCTION,supported,supported,supported,supported,supported
fs/promises,constants.W_OK,supported,supported,supported,supported,supported
fs/promises,constants.X_OK,supported,supported,supported,supported,supported
fs/promises,copyFile,supported,supported,supported,supported,supported
fs/promises,cp,supported,supported,supported,supported,supported
fs/promises,glob,supported,supported,supported,supported,supported
fs/promises,lchmod,supported,supported,supported,supported,supported
fs/promises,lchown,supported,supported,supported,supported,supported
fs/promises,link,supported,supported,supported,supported,supported
fs/promises,lstat,supported,supported,supported,supported,supported
fs/promises,lutimes,supported,supported,supported,supported,supported
fs/promises,mkdir,supported,supported,supported,supported,supported
fs/promises,mkdtemp,supported,supported,supported,supported,supported
fs/promises,mkdtempDisposable,supported,supported,unsupported,unsupported,unsupported
fs/promises,open,supported,supported,supported,supported,supported
fs/promises,opendir,supported,supported,supported,supported,supported
fs/promises,readFile,supported,supported,supported,supported,supported
fs/promises,readdir,supported,supported,supported,supported,supported
fs/promises,readlink,supported,supported,supported,supported,supported
fs/promises,realpath,supported,supported,supported,supported,supported
fs/promises,rename,supported,supported,supported,supported,supported
fs/promises,rm,supported,supported,supported,supported,supported
fs/promises,rmdir,supported,supported,supported,supported,supported
fs/promises,stat,supported,supported,supported,supported,supported
fs/promises,statfs,supported,supported,supported,supported,supported
fs/promises,symlink,supported,supported,supported,supported,supported
fs/promises,truncate,supported,supported,supported,supported,supported
fs/promises,unlink,supported,supported,supported,supported,supported
fs/promises,utimes,supported,supported,supported,supported,supported
fs/promises,watch,supported,supported,supported,supported,supported
fs/promises,writeFile,supported,supported,supported,supported,supported
http,*self*,supported,supported,supported,supported,supported
http,default.*self*,supported,supported,supported,supported,supported
http,default.Agent,supported,supported,supported,supported,supported
http,default.ClientRequest,supported,supported,supported,supported,supported
http,default.CloseEvent,supported,supported,supported,supported,unsupported
http,default.IncomingMessage,supported,supported,supported,supported,supported
http,default.METHODS,supported,supported,supported,supported,supported
http,default.MessageEvent,supported,supported,supported,supported,unsupported
http,default.OutgoingMessage,supported,supported,supported,supported,supported
http,default.STATUS_CODES.100,supported,supported,supported,supported,supported
http,default.STATUS_CODES.101,supported,supported,supported,supported,supported
http,default.STATUS_CODES.102,supported,supported,supported,supported,supported
http,default.STATUS_CODES.103,supported,supported,supported,supported,supported
http,default.STATUS_CODES.200,supported,supported,supported,supported,supported
http,default.STATUS_CODES.201,supported,supported,supported,supported,supported
http,default.STATUS_CODES.202,supported,supported,supported,supported,supported
http,default.STATUS_CODES.203,supported,supported,supported,supported,supported
http,default.STATUS_CODES.204,supported,supported,supported,supported,supported
http,default.STATUS_CODES.205,supported,supported,supported,supported,supported
http,default.STATUS_CODES.206,supported,supported,supported,supported,supported
http,default.STATUS_CODES.207,supported,supported,supported,supported,supported
http,default.STATUS_CODES.208,supported,supported,supported,supported,supported
http,default.STATUS_CODES.226,supported,supported,supported,supported,supported
http,default.STATUS_CODES.300,supported,supported,supported,supported,supported
http,default.STATUS_CODES.301,supported,supported,supported,supported,supported
http,default.STATUS_CODES.302,supported,supported,supported,supported,supported
http,default.STATUS_CODES.303,supported,supported,supported,supported,supported
http,default.STATUS_CODES.304,supported,supported,supported,supported,supported
http,default.STATUS_CODES.305,supported,supported,supported,supported,supported
http,default.STATUS_CODES.307,supported,supported,supported,supported,supported
http,default.STATUS_CODES.308,supported,supported,supported,supported,supported
http,default.STATUS_CODES.400,supported,supported,supported,supported,supported
http,default.STATUS_CODES.401,supported,supported,supported,supported,supported
http,default.STATUS_CODES.402,supported,supported,supported,supported,supported
http,default.STATUS_CODES.403,supported,supported,supported,supported,supported
http,default.STATUS_CODES.404,supported,supported,supported,supported,supported
http,default.STATUS_CODES.405,supported,supported,supported,supported,supported
http,default.STATUS_CODES.406,supported,supported,supported,supported,supported
